SMILES,Prediction_Score
Cc1cc(C(=O)NCc2nnc[nH]2)nn1-c1cccc(F)c1,0.9947
NC(=O)c1ccc(CNC(=O)N2CCC(c3nc4ccccc4[nH]3)CC2)cc1,0.9946
CCc1nnc([C@H]2CCCN(Cc3cnn(C)c3C)[C@H]2C)o1,0.994
O=C(NC1CCN(Cc2cccc(C(F)(F)F)c2)CC1)C1CCC1,0.9934
O=C(Cn1cc(C(=O)O)cn1)NC1(c2cccc(Cl)c2)CCC1,0.9934
Cc1ccccc1CNC(c1cccc(C(F)(F)F)c1)c1nnc[nH]1,0.9926
CCOC(=O)C(NC(=O)C(C)n1cncn1)C1CCCCCC1,0.9924
Cc1cccc(N2CCN(C(=O)CCc3c(C)[nH]c(=O)c(C#N)c3C)CC2)c1,0.9923
C1CCc2[nH]c(C3CCCN3Cc3nnc(C4CC4)n3C3CC3)nc2C1,0.9922
CCc1cccc(N2CC(C(=O)Nc3ccccc3Cl)CC2=O)c1,0.9921
CCOC(=O)CN(Cc1ccc(C)cc1)C(=O)c1cc(C)on1,0.992
CC(C)c1nnc(CN2CCc3c(nc(C(C)C)n3C)C2)s1,0.9917
CCNC(=O)NC(=O)CSc1nnc(-c2ccccc2)n1CC,0.9917
Cc1n[nH]c(NC(=O)c2c(Cl)cccc2OCC2CC2)c1C,0.9916
Cc1ccnc(NC(=O)CCc2c[nH]c3ccccc23)c1,0.9915
COc1ccc(NC(=O)c2c(F)cccc2Cl)cc1Cl,0.991
O=[N+]([O-])c1cc(S(=O)(=O)N2CCCC2)ccc1OCc1ccccc1,0.9909
Cc1nc(=O)[nH]c(C)c1CCC(=O)N1CCC(C(C)(C)C)CC1,0.9907
O=S(=O)(Nc1cccc(OCc2ccccn2)c1)c1ccc2ccccc2c1,0.9901
Cc1nccc(N2CCN(C(=O)NCc3ncccc3F)CC2)n1,0.9899
c1ccc2nc(Sc3nnc(-c4ccncc4)n3C3CC3)cnc2c1,0.9897
CCc1ccc(C(=O)Nc2cccc(C(=O)OC3CCNCC3)c2)o1,0.9895
Cc1ccc2[nH]c(C3CCCN3c3ncnc4c3CCCC4)nc2c1,0.9894
CS(=O)(=O)c1ccccc1NC(=O)c1cc(-c2cccs2)nn1-c1ccccc1,0.9893
O=C(c1cn2c(n1)CCCC2)N1CCCC2(CCS(=O)(=O)C2)C1,0.9892
CC(C)c1cc(N2CCC3(CCN(C(=O)CCC4CC4)C3)CC2)ncn1,0.9892
C=C1Cn2c(nc3sc4c(c3c2=O)CCCC4)S1,0.9887
Cc1ccc(NC(=O)CCNc2ncc(C(F)(F)F)cc2Cl)nc1,0.9886
N#Cc1cccc(NC(=O)COc2nc3ccccc3nc2N2CCOCC2)c1,0.9885
COc1cc(Cl)ccc1C(=O)Nc1nnc(-c2ccccn2)s1,0.9882
COC(=O)CC1(NC(=O)Nc2ccncc2Br)CCOCC1,0.9879
O=C(Nc1cccc(-c2nnn[nH]2)c1)c1cc2cc(Br)ccc2o1,0.9877
CN1CCCC1CCN1CCCN(S(=O)(=O)c2ccc(Cl)s2)CC1,0.9874
O=C(Nc1nnc(C2CC2)s1)NC(c1nccs1)C1CC1,0.987
CCS(=O)(=O)C1CCN(c2nc(C(C)(C)C)ns2)CC1,0.987
C=C(C)CNC(=O)[C@@H]1C[C@@H](O)CN1S(=O)(=O)c1ccc(C(C)(C)C)cc1,0.9866
COc1cc(F)c(S(=O)(=O)N(C)CC(N)=O)cc1OC,0.986
CC1(C)CN(C(=O)c2ccc3nncn3c2)[C@@H]2CCC[C@@H]21,0.9858
Cc1nc(C)c(S(=O)(=O)NCCc2ccc(C(=O)O)cc2)s1,0.9858
CN(Cc1nccc(N)n1)C1CCN(C(=O)c2ccc(F)cc2F)C1,0.9856
CCc1nc(CN2CCN(c3cc(C#N)cc(C)n3)CC2)cs1,0.9854
Cc1ccc(-c2nc(C(=O)N3CCn4c(C)nnc4C3)cs2)cc1,0.9849
O=C(O)CCN(C(=O)CC1OCCc2ccccc21)C1CCOCC1,0.9848
CNC(=O)C1CCCCC1NC(=O)c1c(O)cccc1F,0.9846
Cc1cn2nc(NC3CCN(C(=O)Cc4cccs4)C3)ccc2n1,0.9846
Cc1c(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)c(=O)n(-c2ccccc2)n1C,0.984
CCc1nnc2n1CC(Nc1nccc(C(F)(F)F)n1)CC2,0.9838
COC(=O)c1cccc(OCC(O)Cn2cnc3cc(F)ccc3c2=O)c1,0.9838
CCC(NCc1c(C)noc1C)c1c(C)noc1C,0.9837
CCc1nc(CN2CCC(n3c(CC)nc4ccccc43)CC2)n[nH]1,0.9836
COCc1nc(C)cc(N2CCCC(C(=O)N3CCC(C)CC3)C2)n1,0.9834
CN1C(=O)CC[C@H](C(=O)Nc2nncn2C2CC2)[C@H]1c1ccnn1C,0.9833
CCN(CC)C(CNC(=O)c1ccccn1)c1ccccc1,0.9833
Cc1cc2occ(C(=O)N3CCC4(CCOC4)C3)c2cc1C,0.9833
Cc1cccc(N(C)C(=O)c2c3n(c(=O)n2C)CCCC3)c1C,0.983
CC(C)c1nsc(N2CCN(Cc3ccc(C(F)(F)F)cc3)CC2)n1,0.9829
CCOC1CCN(C(=O)Nc2cccc(C(=O)O)c2)CC1,0.9828
CC(NC(=O)NC1CCc2c(Cl)cccc21)c1nnnn1C1CC1,0.9821
Fc1cccc2c(NCc3ccc(CN4CCCC4)cc3)ncnc12,0.9819
Cc1cc(F)ccc1C1C(=O)NCCN1Cc1cnc2c(cnn2C(C)C)c1,0.9819
COc1cccc(Nc2nnc(SCC(=O)N3CC(C)OC(C)C3)s2)c1,0.9818
Clc1ccc2nc(CSc3nccn3C3CC3)cn2c1,0.9817
CC(C(=O)N(Cc1cnn(C)c1)C1CC1)C1CC1,0.9814
O=C(O)C1CCCN1CC(=O)N1CCc2sccc2C1c1ccccc1,0.9812
CNC(=O)c1ccc(=O)n(CC(=O)NC(=O)NCc2ccccc2)c1,0.9812
CCC(C)c1ccccc1NC(=O)CN1CCN(c2ncccn2)CC1,0.9811
CCOc1ccc(CN2CCN(C(=O)CCC3CCCCN3C)CC2)cc1,0.9808
COc1ccc(-c2nsc(NC(=O)c3cccc(C)c3[N+](=O)[O-])n2)cc1,0.9807
CCC(CC)C(=O)N1C[C@H](OC)C[C@H]1c1nncn1C,0.9805
O=C1CCc2cc(NCc3nc(-c4ccc(F)c(F)c4)no3)c(F)cc2N1,0.9802
O=C(c1cc(-c2ccccc2Cl)[nH]n1)N1CC[C@@H](c2ccccc2)[C@@H](CO)C1,0.9798
Cc1cnc(C)c(N2CCN(CC(=O)Nc3ccccc3F)CC2)n1,0.9797
CC(C)C(NC(=O)Nn1cnc2ccccc21)c1ccc(Cl)cc1,0.9795
CCOc1ccccc1C(=O)NCc1cccc(NC(=O)N2CCCC2)c1,0.9794
Cn1cc(C2CS(=O)(=O)CCN2C(=O)NC2Cc3ccccc3C2)cn1,0.9791
O=C(O)CC1CCN(c2cc(N3CCCC3)ncn2)CC1,0.9791
CC(C)n1cnc(S(=O)(=O)N2CCCc3cccc(O)c32)c1,0.9786
CCC(CC)n1ncc(C(=O)N2CCOCC(C3CCC3)C2)c1C,0.9783
CC(C)N1CCOC(C(=O)NCCc2ccc3c(c2)CCO3)C1,0.9782
CN(C)C1CC(NC(=O)c2ccn(C)c(=O)c2)C1(C)C,0.9775
Cc1ccccc1-n1c(C)nnc1Sc1ncccc1[N+](=O)[O-],0.9773
O=C(CN1CCN(C(=O)c2cccs2)CC1)NC1CCCCCC1,0.9773
Cc1nn(C)c(C)c1CC(=O)NCCCN1CCc2ccccc2C1,0.9772
CCCCN1CC(c2nc3ccccc3n2CCOC)CC1=O,0.9772
CC(C)=CCOC(=O)c1ccc(-c2nnc(C)o2)cc1,0.977
COc1ccc(Cl)cc1CN(C)C(=O)C1(C)CCN(C(C)=O)C1,0.9765
CCC(CC)NC(=O)c1cc(-c2cccs2)nc2c1c(C)nn2C,0.9764
CC(=O)N1CCc2cc(NC(=O)c3nccnc3N)ccc21,0.9762
CCc1ccc(NC(=O)CNS(=O)(=O)c2cn(C)cn2)cc1,0.9762
Cc1cc(=O)c(C(=O)OCc2ccccc2C(F)(F)F)nn1-c1ccccc1,0.9761
CCNC(=O)NC(=O)C(Sc1nnc(-c2ccco2)o1)c1ccccc1,0.9755
Cc1ccsc1-c1nnc(SCCN2CCOC(C)C2)o1,0.9751
Cc1ccc2ncn(Cc3ncc(-c4cccc(Cl)c4)o3)c(=O)c2c1,0.9747
CC(C)(CNc1ccc(C#N)c(C(F)(F)F)c1)C(N)=O,0.9745
COCC1(C(=O)O)CCCN1C(=O)c1cccc(Br)c1,0.9743
CC1Cc2cccc(F)c2N(C(=O)c2coc(C3CCC3)n2)C1,0.9742
O=C(O)c1ccc(C(=O)N2CCC(Nc3ccc(F)cc3)CC2)nc1,0.9741
O=C(Nc1ccc(-c2ncco2)cc1)C1CCCN1,0.974
CC1(C)CCCC1NC(=O)N1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,0.9739
Cc1ccc(C(=O)N2CCC(C)(C(=O)O)C2)n1C,0.9735
CN(CC(=O)NC1CC1)c1ncnc2cc(-c3ccc(Br)cc3)sc12,0.9733
COc1ccc(C)cc1C(C)Nc1ccc2c(c1)C(=O)NC2,0.9731
O=C(Nc1ccc(Cl)c(C(=O)NC2CCCCC2)c1)c1ccco1,0.9726
Cc1cc(S(C)(=O)=O)cc(C(=O)N2Cc3cccc(Cl)c3C2)c1C,0.9725
CC(Cc1c(F)cccc1F)NC(=O)CSCC(N)=O,0.9723
O=C(CCNS(=O)(=O)c1ccc(F)c(F)c1)N1CCCC1c1nc2ccccc2s1,0.9723
O=C(c1ncoc1C(F)(F)F)N1CCC(c2ccncc2)CC1,0.9723
NC(=O)c1cccnc1N1CCN(C(=O)CC2OCCc3ccccc32)CC1,0.9718
CCS(=O)(=O)N1CCCC(C(=O)Nc2cc(C)c(O)cc2C)C1,0.9718
Cc1ccc(C(=O)NCc2cc(Br)ccc2F)c(=O)[nH]1,0.9716
Cc1cc(C(=O)N2CCOCC2CC(=O)O)nn1C,0.9713
CN1C(=O)C2CN(C(=O)CC=Cc3ccccc3F)CCN2C1=O,0.9711
Cc1nnc(C2CN(C)CC23CN(c2nnc(C(C)C)cc2C(F)(F)F)C3)[nH]1,0.971
O=C(O)c1cccc2oc(C=Cc3cccc(O)c3)nc12,0.9707
CNCC1CCN(C(=O)c2ccc(Oc3ccc(C(C)(C)C)cc3)nc2)C1,0.9705
Cc1ccc(CNC(=O)c2nnc(CN3CCc4sccc4C3)s2)cc1,0.9705
O=C(c1ccc(-c2cn[nH]c2)cc1)N1CCCC(c2ncc[nH]2)C1,0.9704
Cc1ccn2cnc(C(=O)N3CCC(CCC(=O)O)CC3)c2c1,0.9704
C#CCCCC(=O)NCc1ccc(OCC2CC2)nc1,0.9699
CCc1ccsc1C(=O)NCCCN1CCN(C)CC1,0.9698
CC1CC(c2ccccc2)CN1C(=O)Cc1nc[nH]n1,0.9697
Cc1ccc(NC(=O)COc2ccc(-c3ncnn3C)cc2)cc1F,0.9695
COc1ccc2c(c1)c(CC(=O)N(C)C)c(C)n2C(=O)c1ccc(Cl)cc1,0.9695
O=C(NCc1ccc(N2CCCCCC2)nc1)c1ccc(-n2cccn2)cc1,0.9691
O=C(O)C1CN(C(=O)CCCc2ccc(Br)s2)CCO1,0.9691
CN(C)C(=O)N1CCC(c2nc(Cc3ccc(Cl)cc3)no2)CC1,0.9691
Fc1ccccc1C1CN(c2ncnc3[nH]ccc23)C1,0.969
Cc1ccc(-c2cc(NC(=O)CSc3nnc(C4CC4)n3C3CC3)on2)cc1,0.9685
NC(=O)Cc1ccc(NC(=O)c2cccc(S(=O)(=O)Nc3ccc(Br)cc3)c2)cc1,0.9684
CN(C)CC1(O)CCCN(c2cc(C(F)F)nc3ncnn23)C1,0.9684
O=C(Nc1ccc(OC2CCCC2)c(F)c1)N(CCO)CC(F)F,0.9683
O=C(NCc1ccc(N2CCCC2=O)cc1)C1CCCCN1C(=O)c1ccco1,0.968
Cc1ccc(CNC(=O)c2nnc(CN(C)C3(C(N)=O)CCCC3)s2)cc1,0.9679
O=C(NC1CCCc2ccccc21)c1ccncc1,0.9676
CN1C[C@@H]2CN(c3nccc(Oc4ccccc4)n3)C[C@@H]2C1,0.967
O=C(CCCc1nc2ccccc2s1)NCc1ccc2c(c1)OCCO2,0.9669
COC(CS(=O)(=O)Nc1cnc2[nH]ccc2c1)C(C)C,0.9669
CN(Cc1cnn(Cc2ccccc2)c1)C(=O)c1cc(C2CC2)nn1-c1ccccc1,0.9668
NC(=O)c1csc(C(=O)N2CCCC2CCc2ccccc2)c1,0.9668
O=C(NCc1ccc2c(c1)OCO2)c1ccccc1F,0.9668
O=C(NCc1nccs1)C12CCCN(CCC1)C2,0.9665
Cc1cc(F)ccc1C(=O)Nc1ccc2nncn2c1,0.9661
CN1CCOc2ccc(NC(=O)N3CCc4ccccc4C3CO)cc21,0.9661
CN(C)C(C(=O)NCc1cccc(C(=O)N2CCCCC2)c1)c1c(F)cccc1F,0.9661
Cc1cc(=O)[nH]c(-c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)n1,0.9659
O=C(CN1CCN(CCOc2ccccc2)CC1)Nc1ccnn1C1CCCC1,0.9657
CC(O)CN1CCN(c2nc(C(F)(F)F)nc3ccccc23)CC1,0.9655
Cc1cccc(CN2CCN(Cc3nnsc3Cl)CC2)c1,0.9654
NC(=O)C1CCCC1NS(=O)(=O)CCc1cccs1,0.9653
Cc1c(NC(=O)c2cccc(OCc3cscn3)c2)cccc1-n1cnnn1,0.9651
O=S(=O)(CC1COCCO1)N(Cc1ccncc1)C1CC1,0.9648
O=S(=O)(NCC1CCCCN1)c1cc(F)ccc1F,0.9643
CCOC(=O)C(CC)Sc1n[nH]c(-c2cccnc2)n1,0.9642
O=C(O)CNC(=O)c1ccc(N2CCCC2)nn1,0.9632
Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)N1CCC(N2CCOCC2)C1,0.963
CS(=O)(=O)N1CCCC1C(=O)Nc1ccc2nc(C3CC3)oc2c1,0.9625
COc1ccc(C(=O)N2CCCC2C(=O)NCCC2=CCCC2)cc1,0.9624
Cc1nnc(C2COCCN2C(=O)c2ccc(C3CCCCC3)cc2)o1,0.9623
Cc1nc(NC(=O)NC2CCCOCC2)sc1Cc1ccc(F)cc1,0.9621
CC(NC(=O)c1cc(=O)[nH]c(C2CC2)n1)C(F)F,0.9619
CN1C(=O)CCN(Cc2cccc(OCC(F)(F)F)c2)c2ccc(F)cc21,0.9619
O=C(c1ccccc1-n1cnnn1)N1C[C@@H]2CCS(=O)(=O)[C@@H]2C1,0.9617
Nc1ncc([N+](=O)[O-])cc1C(=O)N(CC1CC1)CC(F)(F)F,0.9617
CN(C(=O)c1ccc(Cl)c(Cl)c1)c1nc2ccccc2o1,0.9614
CN(C)c1nccc(N2C[C@@H](F)C[C@H]2CNc2ncnc3[nH]ccc23)n1,0.9613
COc1ccccc1CN(C)C(=O)c1ccc(S(=O)(=O)NCc2ccco2)cc1,0.9611
CC(NC(=O)C1CCCN1C(=O)Cc1ccccc1)c1ccc2c(c1)CC(=O)N2,0.961
CC(=O)NCC1CN(C(=O)c2occc2C(C)C)CCO1,0.961
