SMILES,Prediction_Score
Cc1ccc2ncn(Cc3ncc(-c4cccc(Cl)c4)o3)c(=O)c2c1,0.46
O=C(NCc1ccncc1)c1ccc(NC(=O)c2cccc(-n3ccnn3)c2)cc1,0.46
CN(C)Cc1ccc(NC(=O)c2oc3ccccc3c2CN(C)C)cc1Cl,0.46
N#Cc1cccc(CNc2ccc(-n3ccnc3)c(F)c2)c1,0.46
Cc1ccccc1C(=O)Nc1cc(F)ccc1Sc1nccn1C,0.46
NC(=O)c1ccc(NS(=O)(=O)c2cccc3ccccc23)c(F)c1,0.46
NC(=O)c1cccc(C(=O)NCc2ccnc(OCc3ccccc3)c2)c1,0.455
Cc1nc(-c2ccc(CNC(=O)c3ccc(Cl)c(S(=O)(=O)N4CCCC4)c3)o2)cs1,0.455
O=C1CCc2cc(C(=O)NC3CCSc4ccccc43)ccc2N1,0.455
O=c1c(NCc2ccc(Cl)cc2)nccn1-c1ccccc1,0.455
O=C(Nc1cccnc1)c1cc(-c2ccccc2Cl)on1,0.455
CC(NC(=O)Cn1cnc2sc(-c3ccccc3)cc2c1=O)c1ccccn1,0.455
O=C(c1cn(Cc2cccc(F)c2)nn1)N1CCCc2cc(F)ccc21,0.455
Cc1oc(-c2ccccc2)nc1C(=O)NCc1ccc2c(c1)OCO2,0.455
Cc1cc(Cl)ccc1C(=O)Nc1ccc2c(c1)NC(=O)CC2,0.45
N#Cc1ccc(NC(=O)Nc2ccc3oc(C4CC4)nc3c2)cc1,0.45
Cc1cnc(C(=O)Nc2cccnc2Oc2ccccc2)cn1,0.45
CN(Cc1csc(-c2ccccc2Cl)n1)Cc1nc2ccccc2c(=O)[nH]1,0.45
CCN(c1ccccc1)S(=O)(=O)c1ccc(N2CCc3ccccc3C2)nc1,0.45
CCN(Cc1cc(F)cc2cccnc12)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O,0.45
Cc1cc(=O)[nH]c(-c2ccc(NS(=O)(=O)c3ccc(Cl)cc3)cc2)n1,0.45
Cc1cc(Br)ccc1NC(=O)CC(NC(N)=O)c1ccccc1,0.45
CNC(=O)c1sc2nc(-c3cccc(Oc4ccccc4)c3)[nH]c(=O)c2c1C,0.45
Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)NC(C)c1ccc(F)c(F)c1,0.45
NC(=O)c1cccc(Oc2ncnc3ccccc23)c1,0.45
Cc1ccc(F)cc1NC(=O)C1Cc2ccccc2O1,0.445
CC(=O)Nc1ccc(C(=O)Nc2cccc3cccnc23)cc1,0.445
O=C(Nc1cccc(Oc2cnccn2)c1)c1cc2ccccc2[nH]1,0.445
Cn1c(=O)[nH]c(=O)c2c1nc(SCc1ccccc1)n2CCc1ccccc1,0.445
O=C(Nc1ncccc1O)c1cc2ccccc2oc1=O,0.445
Cc1cn2c(=O)c(C(=O)NC(c3cccc(F)c3)c3ccccn3)cnc2s1,0.445
Cn1c(=O)c(C=Cc2ccccc2)nc2ccccc21,0.445
Cc1nn(-c2ccccc2)c(C)c1C(=O)OCC(=O)N1CC(=O)Nc2ccccc21,0.445
COc1ccc(NC(=O)c2ccccc2-c2ccccc2)cc1OC,0.44
CN(CC(=O)Nc1ccc(OC(F)(F)F)cc1)Cc1cc(=O)n2ccccc2n1,0.44
Cc1cc(F)ccc1S(=O)(=O)Nc1cc(-c2ccccc2)on1,0.44
O=C1NC2(CCc3ccccc32)C(=O)N1Cc1cc(-c2ccccc2)on1,0.44
O=C(Cn1ncc(=O)c2ccccc21)N1CCCC1c1cccc(Cl)c1,0.44
COc1cc(C(=O)N2CCC(c3nnc4ccccn34)CC2)ccc1OCc1ccccc1,0.44
NC(=O)c1ccc(NCc2csc(-c3ccccn3)n2)cc1F,0.44
CN1CC(=O)Nc2cc(C(=O)Nc3ccc(F)cc3)ccc21,0.44
Oc1ccc(-c2csc(-c3cnn(-c4ccccc4)c3)n2)c(O)c1,0.44
Cc1cccc(NC(=O)c2cccc(S(=O)(=O)N(C)c3ccccc3)c2)n1,0.44
Cn1ccnc1C(Nc1ncc(C(N)=O)cc1Cl)c1ccccc1,0.44
CCOc1cc(C(=O)NC(C)c2ccccc2)ccc1OCc1cccnc1,0.44
O=C1Cc2cc(-c3csc(-c4cccc(NC(=O)C5CC5)c4)n3)ccc2N1,0.44
Cc1occc1-c1nnc(SCC(=O)Nc2ccc(C(=O)O)cc2)n1Cc1ccccc1,0.44
O=C(c1ccnc2ccccc12)N1CCN(c2ccc(O)cc2)CC1,0.44
COCc1ccccc1CNC(=O)c1cnc2ccccc2n1,0.44
O=C(Nc1ccc2ncccc2c1)c1cccc2cc[nH]c12,0.435
Cc1nn(-c2ccccc2)c(C)c1C(=O)N1CCC(c2nc3ccccc3s2)CC1,0.435
N#Cc1ccc(Oc2ncnc3sccc23)cc1,0.435
N#Cc1ccc(Sc2nnc(-c3ccccc3F)n2Cc2ccccc2)nc1,0.435
O=C(Nc1cccc([N+](=O)[O-])c1)c1csc(-c2cccs2)n1,0.435
CC(=O)Nc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,0.435
NS(=O)(=O)c1cccc(NC(=O)C2CC(=O)N(c3cccc4ccccc34)C2)c1,0.435
O=C(Nc1nccs1)C1Cc2ccccc2CN1C(=O)c1ccccc1,0.435
O=c1cc(NCc2ccccc2F)nc2ccccn12,0.435
Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)c1ccc(Cl)c(N2CCCC2=O)c1,0.435
COc1ccccc1-c1csc(C2CCN(C(=O)c3ccc(C)nn3)CC2)n1,0.43
Cc1ccc(NC(=O)COC(=O)c2cc(-c3ccco3)[nH]n2)c(Br)c1,0.43
NC(=O)CSc1ccccc1NC(=O)C(c1ccccc1)c1ccccc1,0.43
NC(=O)c1ccc(Cl)c(NC(=O)C[C@@H]2C[C@H]2c2ccccc2)c1,0.43
CCOc1ncccc1C(=O)Nc1nc(-c2ccc(C#N)cc2)cs1,0.43
Cc1nccc(-c2cccc(NC(=O)c3cc(Cl)ccc3O)c2)n1,0.43
N#CCc1ccccc1NC(=O)COc1cccc(Cl)c1,0.43
O=C(NCc1ccccc1F)c1cc(-c2cccs2)on1,0.43
O=C(Cn1cnc2ccccc2c1=O)Nc1ccc(S(=O)(=O)C2CCCC2)cc1,0.43
Cc1cc(C)n(-c2ccc(NCc3cccc(C(N)=O)c3)cc2F)n1,0.425
Cc1ncc(CN(C)C(=O)Nc2cccc(NC(=O)c3ccccc3)c2)s1,0.425
Cc1c(C(=O)N2CCc3ccccc3C2C(N)=O)cnn1-c1ccc(F)cc1F,0.425
O=C(NCc1ccncc1)c1ccccc1OCc1ccc(F)cc1,0.425
CS(=O)(=O)Nc1ccc(CNC(=O)c2cc3c(F)cccc3[nH]2)cc1,0.425
Cc1ccc(S(=O)(=O)N2CCCN(C(=O)c3c[nH]c4ccccc34)CC2)cc1,0.425
Cc1ccc(-c2nc(CCNC(=O)c3cccc(C#N)c3)co2)cc1,0.425
Cc1ccc(N(Cc2ccco2)C(=O)Cc2csc(-c3ccco3)n2)cc1,0.425
CCn1nnc2cc(C(=O)Nc3nc(-c4ccc5c(c4)CC(=O)N5)cs3)ccc21,0.425
O=C(c1ccco1)N1CCCC1c1ccccc1,0.42
CCN(C(=O)c1csc(-c2ccsc2)n1)c1ccccc1C,0.42
O=C(Nc1nn2cc(-c3ccccc3)nc2s1)c1ccccc1,0.42
O=C1CN(C(=O)COC(=O)c2ccccc2F)c2ccccc2N1,0.42
Cc1nn(CC(=O)Nc2ccc(Cl)c3ncccc23)c(=O)c2ccccc12,0.42
Cc1ccccc1C1(CNc2ncnc3ccc(S(C)(=O)=O)cc23)CC1,0.42
Cn1c(CNC(=O)C(Cc2ccccc2)N2C(=O)c3ccccc3C2=O)cc(=O)n(C)c1=O,0.42
COc1ccccc1OCC(=O)NCc1ccc(-c2ccc(Cl)cc2)o1,0.42
CNC(=O)C(Cc1ccccc1)NC(=O)c1cc2cc(Cl)ccc2o1,0.42
CCN1CC(CN(C)C(=O)c2cnc3ccccc3n2)Oc2ccccc21,0.42
CC(NC(=O)c1cnc2n(c1=O)CCS2)c1ccc(-c2cccc(C#N)c2)cc1,0.415
Cc1ccc(C=C(CC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],0.415
O=C(Nc1ccccc1N1CCOCC1)c1ccc(OCc2cscn2)cc1,0.415
O=C(c1cc2ccc(OC(F)(F)F)cc2[nH]1)N1CCC(c2ccc(O)cc2)CC1,0.415
COc1ccc2c(C)cc(SCC(=O)Nc3ccc(S(N)(=O)=O)cc3)nc2c1,0.415
Cc1nc(-c2ccc3c(c2)CCN3C(=O)COc2ccccc2C(N)=O)cs1,0.415
CC1(C)C(=O)Nc2ccccc2N1C(=O)COC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,0.415
Cc1cccc(OCCC(=O)N(Cc2ccccc2)Cc2nc3ccccc3c(=O)[nH]2)c1C,0.415
O=C(COc1ccc(Cl)c2cccnc12)NCC1CCN(c2ccccc2)C1,0.415
Cc1ccc(-c2csc3ncn(Cc4ccc5c(c4)OCO5)c(=O)c23)s1,0.415
O=C(COc1ccccc1C(=O)NCc1ccccn1)Nc1ccccc1F,0.415
CC(=O)Nc1ccc2nc(NC(=O)c3ccc(-n4cc(C)cn4)cc3)sc2c1,0.415
Cc1cc(NC(=O)N2CCOc3ccc(F)cc3C2)nn1Cc1ccccc1,0.41
N#Cc1ccccc1CSc1n[nH]c(=O)n1CCc1ccccc1,0.41
NC(=O)c1cc(-c2csc(NC(=O)CCc3c[nH]c4ccccc34)n2)c[nH]1,0.41
CC(C)c1ccc(-c2noc(CNc3ccc(C(N)=O)cc3)n2)cc1,0.41
Cn1c(=O)oc2cc(NC(=O)NC3CCc4c(O)cccc43)ccc21,0.41
COc1ccccc1CNC(=O)NC(c1ccccc1OC)c1nccn1C,0.41
Cc1sc2nc(-c3cccnc3)nc(Nc3cccc(CO)c3)c2c1C,0.41
CCn1nc(C(=O)N(Cc2ccccc2)c2ccccc2)ccc1=O,0.41
CC(C)c1nc2cc(NC(=O)c3ccccc3S(=O)(=O)C(C)C)ccc2o1,0.41
O=C(CSc1nncn1-c1ccccc1)Nc1ccc(OCc2ccccc2)cc1,0.41
NC(=O)C1c2ccccc2CCN1C(=O)c1cccc2cc[nH]c12,0.41
