SMILES,Prediction_Score
CC(NC(=O)c1cc(C2CC2)nn1C(C)(C)C)c1ccc(NC(N)=O)cc1,0.62
CCS(=O)(=O)c1cccc(NC(=O)c2cc3c(F)cccc3[nH]2)c1,0.6198
CCNc1ccc(Cl)cc1NC(=O)c1scnc1C,0.618
COc1ccc(-c2nsc(NC(=O)c3cccc(C)c3[N+](=O)[O-])n2)cc1,0.6176
CC(Oc1ccccc1Cl)C(=O)Nc1ccc2c(c1)n(C)c(=O)n2C,0.6153
Cc1ccc(NC(=O)C(Sc2nnc(-c3ccco3)o2)c2ccccc2)cc1Cl,0.6119
Clc1ccccc1-c1nnc(CN2CCCC(c3nc4ccccc4s3)C2)o1,0.6066
Cc1nsc(NCc2cccc(C(=O)N3CCCCC3)c2)n1,0.6053
COc1ccc2c(c1)CCCN2C(=O)Cn1ccc2ccsc2c1=O,0.5973
CS(=O)(=O)N1CCCc2cc(C(=O)Nc3cc(Cl)ccc3N3CCCCC3)ccc21,0.5963
Cn1nccc1S(=O)(=O)NC1CCC(C)(C)c2ccccc21,0.5936
COCCc1cc(NC(=O)NC2CCCOc3ccccc32)n(C)n1,0.5904
Cc1cccnc1CNC(=O)NC1CC(C)(C)c2ccccc21,0.5866
Cn1c(=O)oc2cc(NC(=O)NC3CCc4c(O)cccc43)ccc21,0.5819
COCC(=O)N1CCc2cc(NC(=O)c3cc(F)c(F)cc3F)ccc21,0.5812
Cc1cc(Cl)ccc1C(=O)Nc1ccc2c(c1)NC(=O)CC2,0.5765
O=C1CCc2cc(NCc3nc(-c4ccc(F)c(F)c4)no3)c(F)cc2N1,0.5737
CC(C)N(Cc1cccnc1)C(=O)c1ccc2c(c1)[nH]c(=O)n2C1CC1,0.5663
O=C(NCc1ccc(-c2nc3ccccc3s2)o1)c1ccccc1F,0.5627
CC(NC(=O)c1[nH]c2ccc(F)cc2c1Cl)c1ccc(F)cc1,0.5621
CC(Oc1ccc(Cl)cc1Cl)C(=O)Nc1cc(C(N)=O)cc(C(N)=O)c1,0.561
O=C(CCN1C(=O)COc2ccccc21)Nc1ccc2nncn2c1,0.5608
C=CCN(Cc1cccc(C#N)c1)C(=O)c1cc(-c2ccncc2)on1,0.5595
CC(=O)Nc1ccc(NC(=O)c2nc(-c3ccccc3)n(-c3ccccc3)n2)cc1,0.553
CCS(=O)(=O)c1ccc(O)c(NC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)c1,0.5502
Cn1ccnc1C1CNCCN1C(=O)c1ccc(-c2ccc(F)cc2)o1,0.5502
CCN(CC)c1ccc(CNC(=O)N2CCC(Nc3ccccc3F)CC2)cn1,0.5502
CCOc1ccc(C(=O)N2CCN(Cc3nc4ccccc4s3)CC2)cn1,0.5499
CN(Cc1nc2ccsc2c(=O)[nH]1)C(=O)C1(c2ccc(C(C)(C)C)cc2)CCCC1,0.5484
O=C(c1[nH]c2ccccc2c1Cl)N1CCC(Nc2ccc(F)cc2)CC1,0.5456
CCOc1ccc(NC(=O)CN(C)c2ncnc3sc4c(c23)CCC4)cc1OCC,0.5441
CN(C)S(=O)(=O)c1ccc(Cl)c(C(=O)Nc2ccccc2N2CCCC2=O)c1,0.5439
O=C(Nc1cc(Cl)cc(Cl)c1)c1ccc(S(=O)(=O)NCC2CCCO2)cc1,0.5416
CS(=O)(=O)N1CCc2cc(C(=O)NCCc3cccs3)ccc21,0.5404
CCCNC(=O)c1cccc(NC2CCC3(CC2)C(=O)Nc2ccccc23)c1,0.5366
CC(C)C[C@H](NS(=O)(=O)c1cc2c3c(c1)CCN3C(=O)CC2)C(=O)O,0.5349
Cc1n[nH]cc1CNC(=O)N1CCC(Oc2cccnc2N2CCCC2)C1,0.5295
Cn1ncc2c1CCN(C(=O)c1cc3c(cc1Cl)NC(=O)C3)C2C(N)=O,0.5289
CCC(C)C(C(=O)NCc1cc(C(=O)O)c(C)o1)c1ccccc1,0.5286
CNS(=O)(=O)c1ccc(C(=O)Nc2cc(Cl)ccc2N2CCCCC2)cc1,0.5277
CC(CS(C)(=O)=O)N(C)C(=O)c1cc2c(cc1F)NC(=O)CC2,0.5268
CN(Cc1nc2ccccc2s1)C(=O)c1ccc(Cl)c(N2CCCC2=O)c1,0.5261
N#Cc1cccc(NC(=O)COc2nc3ccccc3nc2N2CCOCC2)c1,0.525
Cc1cnc(NC(=O)c2cc(S(=O)(=O)N3CCCCC3)ccc2C)s1,0.5216
Cc1cccc(N2CCN(S(=O)(=O)c3ccc(C)c(C(N)=O)c3)CC2)c1,0.5206
CN(C)C(=O)CC(NC(=O)N1CCc2ccc(F)cc21)c1ccccc1,0.5166
COc1ccc2cc(C(=O)Nc3ccc(NC(C)=O)c(Cl)c3)c(C)nc2c1,0.5163
O=C1Nc2ccc(S(=O)(=O)Nc3cc(C4CCCCC4)[nH]n3)c3cccc1c23,0.5158
CCOc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)c1cccnc1,0.5118
O=C(Cc1csc(-c2ccco2)n1)Nc1cc(Cl)ccc1-n1cncn1,0.5092
Cn1cc(C(=O)Nc2ccc3c(c2)CCC3)c2ccccc21,0.5046
CCOC(=O)c1[nH]c(C)c(S(=O)(=O)Nc2cccc(CC)c2)c1C,0.5046
NC(=O)c1ccc(NC(=O)CNC(=O)c2sc3ccccc3c2Cl)cc1,0.504
Cn1cc(-c2ccc3c(n2)N(C(=O)c2ccccc2S(C)(=O)=O)CCC3)cn1,0.5033
O=C(Nc1ccccc1N1CCOCC1)c1ccc(OCc2cscn2)cc1,0.5016
O=C(c1cccc(N2CCCS2(=O)=O)c1)N1CCc2c(F)cc(F)cc21,0.4997
Cc1ccc2nc(NC(=O)CCc3c(C)nc4cc(O)nn4c3C)sc2c1,0.4994
COc1ccc(S(=O)(=O)NC2CC2)cc1NC(=O)c1oc2ccccc2c1C,0.4984
O=C(CNC(=O)c1ccc(S(=O)(=O)N2CCCCC2)cc1)Nc1cc(Cl)ccc1Cl,0.496
CCc1nnsc1C(=O)N1CCCc2cc(C)ccc21,0.4956
COCCN(Cc1cccs1)C(=O)c1nn(CC(C)C)c(=O)c2ccccc12,0.4956
CC(C(=O)N1CC2(CCCC2)c2cccc(Cl)c21)n1cncn1,0.4941
Cc1nc(-c2ccc3c(c2)CCN3C(=O)c2ccc(N3CCCS3(=O)=O)cc2)cs1,0.494
COc1ccccc1OCC(=O)NCc1ccc(-c2ccc(Cl)cc2)o1,0.4929
Cc1ccc(C)c(-n2ncc(NC(C)c3cn4ccccc4n3)c2C)c1,0.4908
CC(=O)N1CCc2cc(NC(=O)c3ccc(CN4CCCC4=O)cc3)ccc21,0.4896
Cc1cccc(N2CCN(C(=O)CCc3c(C)[nH]c(=O)c(C#N)c3C)CC2)c1,0.4873
O=c1c2ccsc2ncn1Cc1coc(-c2ccccc2)n1,0.4857
COc1ccccc1N(C)S(=O)(=O)c1ccc(C(=O)Nc2ncc(C)s2)cc1,0.4845
NC(=O)Cc1csc(NC(=O)c2ccc(NS(=O)(=O)c3ccccc3)cc2)n1,0.4844
Cn1cc(-c2nc(-c3ccc4c(c3)CCN4S(C)(=O)=O)cs2)cn1,0.4834
CSc1nc2ccc(N3C(=O)C(c4cccc(Br)c4)N(C)C3=O)cc2s1,0.4824
O=C1CCCc2cc(S(=O)(=O)Nc3cccc(Cl)c3N3CCOCC3)ccc2N1,0.4822
Cc1csc(C(=O)N2CCC(n3cnc(C(N)=O)c3N)CC2)c1,0.4821
N#Cc1ccccc1NC(=O)COc1cccc(C(=O)NCc2ccccc2)c1,0.4777
Cc1ccsc1C(=O)N1CCOc2ccncc21,0.4733
COc1cc(OC)c(NC(=O)c2cc(Cl)c3c(c2)OCO3)cc1Cl,0.473
CC(=O)N1CCc2cc(NC(=O)c3nccnc3N)ccc21,0.4708
COc1ccc(C)cc1C(C)Nc1ccc2c(c1)C(=O)NC2,0.4708
O=C(NCCc1nc2ccccc2s1)c1ccc(NCC2CC2)nc1,0.4697
Cc1c(NS(=O)(=O)c2ccc(OC(F)(F)F)cc2)c(=O)n(-c2ccccc2)n1C,0.4695
COC(=O)c1cc(NC(=O)c2cc(Cl)ccc2Cl)c(F)cc1F,0.4688
O=C(Nc1cccc(N2CCOC2=O)c1)c1[nH]c2ccccc2c1Cl,0.4688
O=C(CCc1cncnc1)N1CCCC(c2nc3ccccc3s2)C1,0.4628
Cc1cc(C(=O)O)ccc1NC(=O)c1n[nH]c2c1CCCC2,0.4625
Cc1cc(NC(=O)c2cccc(F)c2)sc1C(=O)NCCc1cnc(C2CC2)nc1,0.4603
Cc1cc(N2CCCC2c2ccccn2)n2nc(C(F)(F)F)nc2n1,0.4598
CN1CCN(C(=O)c2ncc(F)cc2F)c2ccccc2C1,0.4595
N#Cc1cc(Oc2ccc(NC(=O)c3cn[nH]c3-c3ccco3)cc2)ccn1,0.4592
Cc1cccc(Cl)c1NC(=O)N1CCN(c2ncccc2F)CC1,0.4583
CS(=O)(=O)c1ccc2nc(NC(=O)c3ccc(-n4cnnn4)cc3)sc2c1,0.456
O=C(COc1ccc(F)c(Cl)c1)Nc1ccc(N2CCCC2=O)cc1,0.4559
CC1CCc2sc(C(=O)N3CCn4c(nnc4-c4cnn(C)c4)C3)cc2C1,0.4546
Cc1ccc(C(=O)Nc2ccc(C)c(S(N)(=O)=O)c2)cc1NS(C)(=O)=O,0.4545
COc1cccc(C(=O)N2CCCc3c(C(=O)O)cccc32)c1OC,0.4541
COc1ccc(C(CC(=O)O)NC(=O)c2cc(C(C)(C)C)on2)c(OC)c1,0.4537
Cc1cc(C(=O)Nc2cccc(S(=O)(=O)N3CCCC3)c2)c2ccccc2n1,0.4531
Cc1ccc(S(=O)(=O)N(C)C)cc1NC(=O)CCNC(=O)c1ccco1,0.4528
O=C1CCc2cc(C(=O)NC3CCSc4ccccc43)ccc2N1,0.4515
CCc1onc(C)c1C(=O)N1CCC(Oc2cccnc2N2CCCC2)C1,0.4496
CN1CCc2nc(NC(=O)C3CCCN(C(=O)c4ccc(Cl)cc4)C3)sc2C1,0.4495
COc1ccc(N(C)C(=O)c2cnc3c(cnn3C)c2OC)cc1Cl,0.449
Cn1nccc1C(=O)N1CCCc2cc(C(N)=O)ccc21,0.4481
Cc1ccc(C=C(CC(=O)O)c2nc3ccccc3s2)cc1[N+](=O)[O-],0.4477
CCn1cc(NC(=O)c2nnn(-c3ccc(Cl)cc3F)c2C)cn1,0.4475
Cc1cc(C(=O)N(C)Cc2ccc(N(C)C)nc2)nn1-c1ccccc1,0.4475
CCCOc1ccc(OCCN2Cc3ccccc3CC2c2nnc(C)o2)cc1,0.4469
Cc1oc(C(=O)N2CCc3ccc(Cl)cc32)cc1S(=O)(=O)N(C)C,0.4441
O=C(c1csc(-c2ncccn2)n1)N1CCCc2cccc(F)c21,0.4438
Cc1ccc(C(=O)Nc2cc(N3CCCS3(=O)=O)ccc2F)o1,0.4424
Cc1cn2c(=O)cc(CNC(CO)c3ccsc3)nc2s1,0.4417
O=C(NC1(c2ccc(Br)cc2)CCC1)c1ccc(N2C(=O)CCC2=O)cc1,0.4399
Cc1ccc(C(=O)Nc2cccc(S(=O)(=O)NC3CC3)c2)cn1,0.4372
CC(C)c1nc(C(=O)NC2(c3ccc(F)cc3)CCOCC2)c[nH]1,0.4362
O=C(c1cscn1)N1CCCc2cc(Br)cc(F)c21,0.435
COc1ccc2nc(NC(=O)c3cccnc3SC(F)F)sc2c1,0.4348
CCNCC1CCN(C(=O)c2ccc(F)c3occc23)CC1,0.4322
O=C(COc1ccccc1)Nc1sc2c(c1C(=O)NCc1cccnc1)CCCC2,0.4319
COc1ccc(NC(=O)c2c(F)cccc2Cl)cc1Cl,0.4316
O=C(Nc1ccncc1)c1ccccc1SCc1ccco1,0.4313
Cc1ccc(N(Cc2ccco2)C(=O)Cc2csc(-c3ccco3)n2)cc1,0.4312
Cc1nn(Cc2ccccc2)c(C)c1CNC(=O)c1ccc(Cl)c(N2CCCC2=O)c1,0.4311
O=C(NC1CCCc2[nH]c(=O)ccc21)c1cc(C2CC2)nc2ccc(Cl)cc12,0.4301
Cn1nccc1C(=O)Nc1ccc2nc(N3CCCC3)sc2c1,0.4296
CN(c1cccc(Cl)c1)S(=O)(=O)c1cccc(C(=O)Nc2ncccn2)c1,0.4293
O=C(Nc1cccc(OCCn2cncn2)c1)c1ccccc1F,0.4291
Cc1cn2c(=O)c(C(=O)NC(c3cccc(F)c3)c3ccccn3)cnc2s1,0.4285
CC(=O)Nc1cc(NC(C)=O)cc(C(=O)NCCOc2ccc(Cl)cc2)c1,0.4283
CCOc1ccccc1-c1nc(CC(=O)Nc2nc3c(s2)CN(C)CC3)cs1,0.4276
CC(NC(=O)NC1CCOCC1)c1ccc(Cl)c2ccccc12,0.4268
Cn1ncc2c(=O)[nH]c(CN3CCNC(=O)c4ccccc43)nc21,0.4247
O=S(=O)(c1ccnn1CC1CCC1)N1c2ccccc2CC1CO,0.4241
Cc1ccc(Cn2nccc2NC(=O)c2cc(C3CC3)nc3c2cnn3C(C)C)o1,0.4239
CC1CN(C(=O)CCCc2nnc(-c3ccccc3)o2)c2ccccc21,0.4238
Cc1ccc(-c2nc(C(=O)Nc3ccc(F)c(C(N)=O)c3)cs2)o1,0.4231
COc1ccc2c(CC(=O)N(CC(F)(F)F)c3ccccn3)coc2c1,0.4228
O=C(c1ccnc2ccccc12)N1CCN(c2ccc(O)cc2)CC1,0.4226
CCn1cncc1S(=O)(=O)NC1CCCOc2cc(F)ccc21,0.4223
CCc1cccc(NC(=O)c2nc3nccc(C)n3n2)c1,0.4218
N#Cc1ccc(-n2nccc2NC(=O)c2ccc(F)cc2F)cc1,0.4213
CCc1nc(CC(=O)Nc2nc3ccc(NC(C)=O)cc3s2)cs1,0.4186
CN(C)c1ccc(C(=O)Nc2ccc(F)c(F)c2F)cn1,0.4181
O=C(c1cnn(Cc2ccccc2)c1)N1CCC(c2nc3ccccc3s2)CC1,0.418
N#Cc1cnc(N2CCc3sccc3C2)c(Cl)c1,0.4177
O=c1cc(CN(Cc2ccco2)c2ccccc2)nc2sccn12,0.4176
Cc1nc(-c2ccccc2)oc1C(=O)N1CCCc2c(F)ccc(F)c21,0.4158
Cc1cc(C)c2c(C)c(C(=O)Nc3ccc4[nH]c(=O)[nH]c4c3)sc2n1,0.4155
Cc1nc(N2CCOCC2)ccc1NC(=O)c1sc2ccccc2c1Cl,0.4136
Cc1ccsc1-c1cc(NC(=O)c2cccnc2)[nH]n1,0.4132
Cc1cccc(OCC(=O)Nc2cc(C(F)(F)F)ccc2-n2cncn2)c1,0.4124
Cc1oc(-c2cccs2)nc1CC(=O)N1Cc2ccccc2CC1C(N)=O,0.4112
Cc1[nH]c(C(=O)N2CC3(CCCC3)c3cccc(F)c32)c(C)c1S(N)(=O)=O,0.411
Cc1cccc(NCc2nnc3n(C)c(=O)c4ccccc4n23)c1C,0.4108
CCc1nnsc1C(=O)N(c1ccc(C(=O)OC)cc1C)C(C)C,0.4107
Cc1nc(C(=O)N2CCc3ccccc32)nn1-c1ccc(F)cc1,0.4097
Cc1cc(S(C)(=O)=O)cc(C(=O)N2Cc3cccc(Cl)c3C2)c1C,0.4093
CN1C(=O)CCc2cc(Nc3ncnc4ccc(S(C)(=O)=O)cc34)ccc21,0.408
CN(C(=O)c1cc2ccccc2[nH]1)C1CCCc2ccccc21,0.4078
NC(=O)c1cc(C(=O)N2CCc3cccc(Br)c32)on1,0.4073
CCOc1ccc(NC(=O)c2ccccc2F)cc1S(=O)(=O)N(C)C,0.4065
CN(Cc1nc2ccccc2c(=O)[nH]1)C(=O)c1ccc(O)c(Cl)c1,0.4042
O=C(Nc1ccc(OC(F)F)c(Cl)c1)c1cccnc1,0.4023
O=C(NC1CCOc2ccccc21)c1cc2c(s1)CCC2,0.4014
CS(=O)(=O)c1cccc(C(=O)Nc2ccccc2Br)c1,0.4007
